no_of_gears,city_mpg,highway_mpg,car_volume,Power_Index,Car_Age,Avg_MPG,displacement,cylinders,hp,torque
4.0,22,30,1777842,10.770686845517885,15,26.0,2.2,4.0,155.0,150.0
5.0,22,32,1777842,10.770686845517885,15,27.0,2.2,4.0,155.0,150.0
4.0,16,22,1777842,10.770686845517885,15,19.0,2.2,4.0,155.0,150.0
5.0,22,30,1777842,11.951987983413396,15,26.0,2.4,4.0,172.0,167.0
4.0,15,21,1777842,11.951987983413396,15,18.0,2.4,4.0,172.0,167.0
6.0,18,26,99600,35.450740355993396,14,22.0,3.8,6.0,408.0,310.0
6.0,19,27,4416,31.57311805556553,14,23.0,2.9,6.0,265.0,221.0
6.0,19,27,9960,35.844502323913694,14,23.0,3.4,6.0,330.0,273.0
6.0,19,26,4800,37.19493693794182,14,22.5,3.4,6.0,320.0,273.0
6.0,19,27,4416,31.57311805556553,15,23.0,2.9,6.0,265.0,221.0
6.0,19,26,4800,37.19493693794182,15,22.5,3.4,6.0,320.0,273.0
6.0,13,22,2800140,20.208579034444032,13,17.5,3.6,6.0,300.0,262.0
6.0,18,30,2800140,20.208579034444032,13,24.0,3.6,6.0,300.0,262.0
6.0,18,30,2800140,20.208579034444032,13,24.0,3.6,6.0,300.0,262.0
4.0,14,22,2800140,14.213367254225636,14,18.0,3.5,6.0,211.0,216.0
4.0,14,22,2800140,14.213367254225636,14,18.0,3.5,6.0,211.0,216.0
4.0,17,27,2800140,15.493243926407091,14,22.0,3.9,6.0,230.0,235.0
4.0,19,24,8232804,14.067137752856878,14,21.5,2.5,4.0,224.0,226.0
4.0,21,27,8232804,10.675952758864595,14,24.0,2.5,4.0,170.0,174.0
5.0,21,27,6919596,10.793741194554485,14,24.0,2.5,4.0,170.0,174.0
4.0,21,27,8232804,10.675952758864595,14,24.0,2.5,4.0,170.0,174.0
5.0,21,27,8232804,10.675952758864595,14,24.0,2.5,4.0,170.0,174.0
4.0,19,24,8232804,14.067137752856878,14,21.5,2.5,4.0,224.0,226.0
4.0,14,22,2800140,14.213367254225636,15,18.0,3.5,6.0,211.0,216.0
4.0,18,29,2800140,14.213367254225636,15,23.5,3.5,6.0,211.0,216.0
4.0,13,20,2800140,15.493243926407091,15,16.5,3.9,6.0,230.0,235.0
6.0,16,22,247170,23.192447326103682,14,19.0,3.6,6.0,288.0,270.0
6.0,17,24,247170,23.192447326103682,14,20.5,3.6,6.0,288.0,270.0
6.0,17,24,247170,23.192447326103682,14,20.5,3.6,6.0,288.0,270.0
6.0,17,24,247170,23.192447326103682,14,20.5,3.6,6.0,288.0,270.0
6.0,16,22,247170,23.192447326103682,14,19.0,3.6,6.0,288.0,270.0
6.0,16,22,247170,23.192447326103682,14,19.0,3.6,6.0,288.0,270.0
6.0,17,24,247170,23.192447326103682,15,20.5,3.6,6.0,288.0,270.0
6.0,16,22,247170,23.192447326103682,15,19.0,3.6,6.0,288.0,270.0
6.0,16,22,247170,23.192447326103682,15,19.0,3.6,6.0,288.0,270.0
6.0,17,24,247170,23.192447326103682,15,20.5,3.6,6.0,288.0,270.0
6.0,16,22,247170,23.192447326103682,15,19.0,3.6,6.0,288.0,270.0
6.0,17,24,247170,23.192447326103682,15,20.5,3.6,6.0,288.0,270.0
5.0,19,26,416176,12.829563340729415,14,22.5,2.4,4.0,166.0,162.0
4.0,19,25,416176,12.829563340729415,14,22.0,2.4,4.0,166.0,162.0
4.0,19,23,444296,12.765059013708965,14,21.0,2.4,4.0,166.0,162.0
4.0,19,25,416176,12.829563340729415,14,22.0,2.4,4.0,166.0,162.0
4.0,19,23,444296,12.765059013708965,14,21.0,2.4,4.0,166.0,162.0
6.0,19,30,1955264,12.563823279899491,14,24.5,2.4,4.0,182.0,172.0
6.0,17,27,1955264,19.328958892153064,14,22.0,3.6,6.0,280.0,259.0
6.0,16,26,1955264,19.328958892153064,14,21.0,3.6,6.0,280.0,259.0
6.0,19,30,1955264,12.563823279899491,14,24.5,2.4,4.0,182.0,172.0
6.0,19,30,1955264,12.563823279899491,15,24.5,2.4,4.0,182.0,172.0
6.0,16,25,1955264,17.39606300293776,15,20.5,3.0,6.0,252.0,215.0
6.0,17,27,1955264,19.328958892153064,15,22.0,3.6,6.0,280.0,259.0
6.0,17,26,1955264,17.603158991067968,15,21.5,3.0,6.0,255.0,217.0
6.0,17,26,1955264,17.603158991067968,15,21.5,3.0,6.0,255.0,217.0
5.0,19,26,444296,12.765059013708965,15,22.5,2.4,4.0,166.0,162.0
4.0,19,25,444296,12.765059013708965,15,22.0,2.4,4.0,166.0,162.0
4.0,19,23,444296,12.765059013708965,15,21.0,2.4,4.0,166.0,162.0
4.0,19,25,444296,12.765059013708965,15,22.0,2.4,4.0,166.0,162.0
5.0,17,23,444296,17.68652754911483,15,20.0,3.2,6.0,230.0,213.0
4.0,19,25,444296,12.765059013708965,15,22.0,2.4,4.0,166.0,162.0
4.0,19,23,444296,12.765059013708965,15,21.0,2.4,4.0,166.0,162.0
5.0,17,23,444296,17.68652754911483,15,20.0,3.2,6.0,230.0,213.0
4.0,19,23,444296,12.765059013708965,15,21.0,2.4,4.0,166.0,162.0
6.0,11,16,289080,25.76650951166869,14,13.5,6.0,8.0,324.0,373.0
6.0,8,12,289080,25.76650951166869,14,10.0,6.0,8.0,324.0,373.0
5.0,18,27,1452627,17.47847008147307,14,22.5,3.5,6.0,248.0,250.0
5.0,18,27,1452627,17.47847008147307,14,22.5,3.5,6.0,248.0,250.0
5.0,18,27,1452627,17.47847008147307,14,22.5,3.5,6.0,248.0,250.0
6.0,19,28,1452627,17.47847008147307,14,23.5,3.5,6.0,248.0,250.0
6.0,19,28,1452627,17.47847008147307,14,23.5,3.5,6.0,248.0,250.0
6.0,11,16,674520,24.139907593922754,14,13.5,6.0,8.0,324.0,373.0
6.0,11,16,674520,24.139907593922754,14,13.5,6.0,8.0,324.0,373.0
4.0,15,20,1011780,14.10261512373587,14,17.5,4.3,6.0,195.0,260.0
4.0,10,13,1011780,22.4195419915801,14,11.5,5.3,8.0,310.0,334.0
4.0,10,13,1011780,22.4195419915801,14,11.5,5.3,8.0,310.0,334.0
6.0,8,12,289080,22.267353898972942,14,10.0,4.8,8.0,280.0,295.0
6.0,8,12,289080,25.76650951166869,14,10.0,6.0,8.0,324.0,373.0
4.0,10,14,1243200,21.52039439649112,15,12.0,4.8,8.0,302.0,305.0
6.0,10,16,416976,21.637015910021553,14,13.0,4.8,8.0,280.0,295.0
6.0,8,12,289080,22.267353898972942,14,10.0,4.8,8.0,280.0,295.0
4.0,15,20,1243200,13.895618898396584,15,17.5,4.3,6.0,195.0,260.0
6.0,8,12,674520,20.861648537957937,14,10.0,4.8,8.0,280.0,295.0
4.0,21,27,6919596,10.793741194554485,14,24.0,2.5,4.0,170.0,174.0
4.0,21,27,8232804,10.675952758864595,14,24.0,2.5,4.0,170.0,174.0
5.0,16,23,455338,18.72774524736701,15,19.5,3.5,6.0,244.0,240.0
5.0,16,23,522236,18.53275736594583,15,19.5,3.5,6.0,244.0,240.0
5.0,17,25,522236,18.53275736594583,15,21.0,3.5,6.0,244.0,245.0
5.0,17,25,522236,18.53275736594583,15,21.0,3.5,6.0,244.0,245.0
4.0,10,13,322560,24.440148060744217,15,11.5,5.3,8.0,310.0,334.0
4.0,13,17,322560,24.440148060744217,15,15.0,5.3,8.0,310.0,334.0
4.0,10,13,322560,24.440148060744217,15,11.5,5.3,8.0,310.0,334.0
4.0,9,12,322560,24.440148060744217,15,10.5,5.3,8.0,310.0,334.0
6.0,21,31,243600,14.91540115089872,14,26.0,2.4,4.0,185.0,170.0
6.0,20,29,231420,14.977339073584352,14,24.5,2.4,4.0,185.0,170.0
4.0,15,20,322560,15.37364152208104,15,17.5,4.3,6.0,195.0,260.0
4.0,13,18,322560,24.440148060744217,15,15.5,5.3,8.0,310.0,334.0
6.0,21,31,243600,14.91540115089872,15,26.0,2.4,4.0,185.0,170.0
6.0,20,29,243600,14.91540115089872,15,24.5,2.4,4.0,185.0,170.0
6.0,20,29,243600,14.91540115089872,15,24.5,2.4,4.0,185.0,170.0
6.0,20,29,1417396,14.825972052959562,14,24.5,2.0,4.0,210.0,221.0
6.0,20,29,1417396,14.825972052959562,14,24.5,2.0,4.0,210.0,221.0
5.0,19,27,1417396,14.825972052959562,14,23.0,2.0,4.0,210.0,221.0
5.0,19,27,1417396,14.825972052959562,14,23.0,2.0,4.0,210.0,221.0
5.0,19,27,1417396,14.825972052959562,15,23.0,2.0,4.0,210.0,221.0
6.0,20,29,1417396,14.825972052959562,15,24.5,2.0,4.0,210.0,221.0
6.0,20,29,1417396,14.825972052959562,15,24.5,2.0,4.0,210.0,221.0
5.0,19,27,1417396,14.825972052959562,15,23.0,2.0,4.0,210.0,221.0
6.0,23,33,213072,12.225546556728426,14,28.0,2.0,4.0,150.0,140.0
6.0,23,32,12352,15.920771063917064,14,27.5,2.0,4.0,150.0,140.0
6.0,23,33,213072,12.225546556728426,14,28.0,2.0,4.0,150.0,140.0
6.0,22,30,367263,11.70609624543906,15,26.0,2.0,4.0,150.0,140.0
6.0,22,30,130086,12.737816373005915,14,26.0,2.0,4.0,150.0,140.0
6.0,22,30,130086,12.737816373005915,14,26.0,2.0,4.0,150.0,140.0
6.0,23,33,213072,12.225546556728426,15,28.0,2.0,4.0,150.0,140.0
6.0,23,32,245496,12.086013736582498,15,27.5,2.0,4.0,150.0,140.0
6.0,23,33,213072,12.225546556728426,15,28.0,2.0,4.0,150.0,140.0
5.0,19,28,50320,19.397427658955024,14,23.5,2.0,4.0,210.0,221.0
5.0,19,28,50320,19.397427658955024,14,23.5,2.0,4.0,210.0,221.0
6.0,21,31,50320,19.397427658955024,14,26.0,2.0,4.0,210.0,221.0
6.0,17,27,159360,17.530785011132885,14,22.0,2.0,4.0,210.0,221.0
6.0,17,27,159360,17.530785011132885,14,22.0,2.0,4.0,210.0,221.0
6.0,21,31,50320,19.397427658955024,14,26.0,2.0,4.0,210.0,221.0
6.0,20,29,159360,17.530785011132885,14,24.5,2.0,4.0,210.0,221.0
6.0,20,29,159360,17.530785011132885,14,24.5,2.0,4.0,210.0,221.0
4.0,19,24,8232804,14.067137752856878,15,21.5,2.5,4.0,224.0,226.0
5.0,20,27,6919596,10.793741194554485,15,23.5,2.5,4.0,170.0,170.0
4.0,20,26,8232804,10.675952758864595,15,23.0,2.5,4.0,170.0,170.0
4.0,20,26,6919596,10.793741194554485,15,23.0,2.5,4.0,170.0,170.0
4.0,19,24,8232804,14.067137752856878,15,21.5,2.5,4.0,224.0,226.0
5.0,20,27,8232804,10.675952758864595,15,23.5,2.5,4.0,170.0,170.0
4.0,20,26,8232804,10.675952758864595,15,23.0,2.5,4.0,170.0,170.0
6.0,19,27,25200,26.443961268212703,14,23.0,3.5,6.0,268.0,248.0
6.0,18,25,1056325,21.845225999186223,15,21.5,3.5,6.0,303.0,274.0
6.0,19,26,981360,21.961780371742986,15,22.5,3.5,6.0,303.0,274.0
7.5,17,24,981360,24.78854418196733,15,20.5,4.6,8.0,342.0,339.0
5.0,25,34,8985795,9.243555123933163,13,29.5,2.0,4.0,148.0,145.0
5.0,25,34,8985795,9.243555123933163,13,29.5,2.0,4.0,148.0,145.0
5.0,25,34,8985795,9.243555123933163,13,29.5,2.0,4.0,148.0,145.0
5.0,25,34,8985795,9.243555123933163,13,29.5,2.0,4.0,148.0,145.0
4.0,13,20,648866,16.961838721105547,14,16.5,3.9,6.0,227.0,237.0
4.0,13,20,648866,16.961838721105547,14,16.5,3.9,6.0,227.0,237.0
4.0,15,23,648866,21.818752892347224,14,19.0,4.6,8.0,292.0,288.0
4.0,13,20,648866,16.961838721105547,14,16.5,3.9,6.0,227.0,237.0
4.0,17,26,648866,16.961838721105547,15,21.5,3.9,6.0,227.0,237.0
4.0,17,26,648866,16.961838721105547,15,21.5,3.9,6.0,227.0,237.0
4.0,17,26,648866,16.961838721105547,15,21.5,3.9,6.0,227.0,237.0
4.0,13,20,648866,16.961838721105547,15,16.5,3.9,6.0,227.0,237.0
4.0,17,26,648866,16.961838721105547,15,21.5,3.9,6.0,227.0,237.0
4.0,17,26,648866,16.961838721105547,15,21.5,3.9,6.0,227.0,237.0
4.0,17,26,648866,16.961838721105547,15,21.5,3.9,6.0,227.0,237.0
4.0,15,22,648866,21.818752892347224,15,18.5,4.6,8.0,292.0,288.0
4.0,17,26,648866,16.961838721105547,15,21.5,3.9,6.0,227.0,237.0
6.0,13,21,2897216,14.78568037438558,14,17.0,2.0,4.0,220.0,258.0
6.0,19,30,2897216,12.231790127900798,14,24.5,2.4,4.0,182.0,172.0
6.0,11,17,2082636,32.304302821739974,14,14.0,5.9,12.0,470.0,443.0
6.0,13,20,2082636,32.304302821739974,14,16.5,5.9,12.0,470.0,443.0
5.0,19,28,50320,19.397427658955024,15,23.5,2.0,4.0,210.0,221.0
6.0,17,27,50320,19.397427658955024,15,22.0,2.0,4.0,210.0,221.0
6.0,17,27,50320,19.397427658955024,15,22.0,2.0,4.0,210.0,221.0
6.0,20,29,50320,19.397427658955024,15,24.5,2.0,4.0,210.0,221.0
5.0,19,28,50320,19.397427658955024,15,23.5,2.0,4.0,210.0,221.0
6.0,21,31,50320,19.397427658955024,15,26.0,2.0,4.0,210.0,221.0
5.0,16,23,6933248,18.410548653881925,14,19.5,3.6,6.0,290.0,260.0
5.0,16,22,6933248,18.410548653881925,14,19.0,3.6,6.0,290.0,260.0
5.0,16,23,6933248,18.410548653881925,14,19.5,3.6,6.0,290.0,260.0
5.0,14,20,6933248,22.854474191025837,14,17.0,5.7,8.0,360.0,390.0
5.0,12,16,6933248,18.410548653881925,14,14.0,3.6,6.0,290.0,260.0
5.0,13,19,6933248,22.854474191025837,14,16.0,5.7,8.0,360.0,390.0
5.0,13,17,6933248,18.410548653881925,14,15.0,3.6,6.0,290.0,260.0
5.0,14,20,6933248,22.854474191025837,14,17.0,5.7,8.0,360.0,390.0
5.0,12,16,6933248,18.410548653881925,14,14.0,3.6,6.0,290.0,260.0
5.0,13,19,6933248,22.854474191025837,14,16.0,5.7,8.0,360.0,390.0
5.0,16,23,6933248,18.410548653881925,14,19.5,3.6,6.0,290.0,260.0
5.0,14,20,6933248,22.854474191025837,14,17.0,5.7,8.0,360.0,390.0
5.0,16,22,6933248,18.410548653881925,14,19.0,3.6,6.0,290.0,260.0
5.0,13,19,6933248,22.854474191025837,14,16.0,5.7,8.0,360.0,390.0
5.0,16,23,6933248,18.410548653881925,14,19.5,3.6,6.0,290.0,260.0
5.0,14,20,6933248,22.854474191025837,14,17.0,5.7,8.0,360.0,390.0
5.0,16,22,6933248,18.410548653881925,14,19.0,3.6,6.0,290.0,260.0
5.0,13,19,6933248,22.854474191025837,14,16.0,5.7,8.0,360.0,390.0
5.0,12,16,6933248,18.410548653881925,14,14.0,3.6,6.0,290.0,260.0
5.0,13,19,6933248,22.854474191025837,14,16.0,5.7,8.0,360.0,390.0
6.0,20,29,50320,19.397427658955024,15,24.5,2.0,4.0,210.0,221.0
6.0,21,31,50320,19.397427658955024,15,26.0,2.0,4.0,210.0,221.0
6.0,11,17,2082636,32.304302821739974,15,14.0,5.9,12.0,470.0,443.0
6.0,13,20,2082636,32.304302821739974,15,16.5,5.9,12.0,470.0,443.0
5.0,18,25,8985795,16.550960188123568,15,21.5,2.5,4.0,265.0,244.0
5.0,19,25,132795,22.464158106027288,14,22.0,2.5,4.0,265.0,244.0
4.0,20,26,8985795,10.617597101815118,14,23.0,2.5,4.0,170.0,170.0
5.0,20,27,8985795,10.617597101815118,14,23.5,2.5,4.0,170.0,170.0
4.0,20,26,8985795,10.617597101815118,14,23.0,2.5,4.0,170.0,170.0
5.0,20,27,8985795,10.617597101815118,14,23.5,2.5,4.0,170.0,170.0
6.0,17,23,132795,25.854974423918197,14,20.0,2.5,4.0,305.0,290.0
5.0,20,27,8985795,10.617597101815118,14,23.5,2.5,4.0,170.0,170.0
4.0,20,26,8985795,10.617597101815118,14,23.0,2.5,4.0,170.0,170.0
5.0,16,21,1858376,14.547757918669067,15,18.5,3.7,6.0,210.0,235.0
5.0,14,20,1858376,24.731188461737414,15,17.0,5.7,8.0,357.0,389.0
5.0,15,20,1858376,14.547757918669067,15,17.5,3.7,6.0,210.0,235.0
5.0,13,19,1858376,24.731188461737414,15,16.0,5.7,8.0,357.0,389.0
5.0,16,21,1858376,14.547757918669067,15,18.5,3.7,6.0,210.0,235.0
5.0,14,20,1858376,24.731188461737414,15,17.0,5.7,8.0,357.0,389.0
5.0,15,20,1858376,14.547757918669067,15,17.5,3.7,6.0,210.0,235.0
5.0,13,19,1858376,24.731188461737414,15,16.0,5.7,8.0,357.0,389.0
5.0,12,16,992082,30.41811424888436,15,14.0,6.1,8.0,420.0,420.0
6.0,16,23,33925,37.19493693794182,14,19.5,3.6,6.0,507.5,516.0
4.0,16,22,145920,17.660681801003165,14,19.0,3.7,6.0,210.0,235.0
4.0,15,21,145920,17.660681801003165,14,18.0,3.7,6.0,210.0,235.0
4.0,16,22,145920,17.660681801003165,14,19.0,3.7,6.0,210.0,235.0
4.0,15,21,145920,17.660681801003165,14,18.0,3.7,6.0,210.0,235.0
4.0,16,22,145920,17.660681801003165,14,19.0,3.7,6.0,210.0,235.0
4.0,15,21,145920,17.660681801003165,14,18.0,3.7,6.0,210.0,235.0
4.0,16,22,145920,17.660681801003165,14,19.0,3.7,6.0,210.0,235.0
4.0,15,21,145920,17.660681801003165,14,18.0,3.7,6.0,210.0,235.0
4.0,16,22,145920,17.660681801003165,14,19.0,3.7,6.0,210.0,235.0
4.0,15,21,145920,17.660681801003165,14,18.0,3.7,6.0,210.0,235.0
4.0,16,22,145920,17.660681801003165,14,19.0,3.7,6.0,210.0,235.0
4.0,15,21,145920,17.660681801003165,14,18.0,3.7,6.0,210.0,235.0
4.0,15,21,145920,17.660681801003165,14,18.0,3.7,6.0,210.0,235.0
6.0,15,22,6283256,14.693294375999441,14,18.5,3.2,6.0,230.0,234.0
6.0,15,22,6283256,14.693294375999441,14,18.5,3.2,6.0,230.0,234.0
6.0,15,22,6283256,14.693294375999441,14,18.5,3.2,6.0,230.0,234.0
6.0,15,22,3408370,15.290779072230272,15,18.5,3.2,6.0,230.0,234.0
6.0,12,17,4786100,24.38037020858401,14,14.5,5.0,8.0,375.0,375.0
6.0,12,17,4786100,24.38037020858401,14,14.5,5.0,8.0,375.0,375.0
6.0,12,17,4786100,24.38037020858401,14,14.5,5.0,8.0,375.0,375.0
6.0,12,17,2570700,25.407039089216454,15,14.5,5.0,8.0,375.0,375.0
4.0,16,22,1582584,14.711476274310511,15,19.0,3.7,6.0,210.0,235.0
4.0,15,21,1582584,14.711476274310511,15,18.0,3.7,6.0,210.0,235.0
4.0,16,22,84318,18.514661290685837,15,19.0,3.7,6.0,210.0,235.0
4.0,15,21,84318,18.514661290685837,15,18.0,3.7,6.0,210.0,235.0
4.0,15,21,84318,18.514661290685837,15,18.0,3.7,6.0,210.0,235.0
6.0,12,18,2242130,34.70574955022091,14,15.0,3.7268553334652688,8.0,507.5,461.0
6.0,12,18,2242130,25.644642524793774,14,15.0,5.0,8.0,375.0,375.0
6.0,12,18,2242130,25.644642524793774,14,15.0,5.0,8.0,375.0,375.0
6.0,12,18,2242130,34.70574955022091,15,15.0,3.7268553334652688,8.0,507.5,461.0
6.0,12,18,2242130,25.644642524793774,15,15.0,5.0,8.0,375.0,375.0
6.0,18,28,106722,20.72898310748993,13,23.0,2.0,4.0,240.0,251.0
6.0,18,28,30492,23.24398378366288,13,23.0,2.0,4.0,240.0,251.0
6.0,18,28,21252,24.086099759815767,13,23.0,2.0,4.0,240.0,251.0
6.0,18,28,74382,21.396128211742997,13,23.0,2.0,4.0,240.0,251.0
6.0,18,28,30492,23.24398378366288,13,23.0,2.0,4.0,240.0,251.0
6.0,18,29,772730,12.760289368473723,14,23.5,2.4,4.0,173.0,166.0
6.0,14,21,772730,20.87376815767667,14,17.5,3.6,6.0,283.0,260.0
6.0,19,29,158688,23.63315677227831,14,24.0,3.6,6.0,283.0,260.0
6.0,9,16,390222,37.19493693794182,15,12.5,5.7,12.0,507.5,434.0
6.0,13,18,8795556,23.452513616768712,14,15.5,5.0,8.0,375.0,375.0
6.0,12,17,8795556,31.73906842802699,14,14.5,3.7268553334652688,8.0,507.5,461.0
6.0,13,18,8795556,23.452513616768712,14,15.5,5.0,8.0,375.0,375.0
4.0,20,29,285360,13.772229256886645,15,24.5,2.4,4.0,173.0,166.0
4.0,13,19,285360,14.807136657693157,15,16.0,2.7,6.0,186.0,191.0
6.0,16,27,285360,18.707941476117696,15,21.5,3.5,6.0,235.0,232.0
6.0,13,18,6016920,24.02292944467148,15,15.5,5.0,8.0,375.0,375.0
6.0,12,17,6016920,32.51103118178874,15,14.5,3.7268553334652688,8.0,507.5,461.0
4.0,21,30,812704,12.71299458690355,15,25.5,2.4,4.0,173.0,166.0
4.0,21,30,812704,12.71299458690355,15,25.5,2.4,4.0,173.0,166.0
6.0,12,17,8795556,31.73906842802699,14,14.5,3.7268553334652688,8.0,507.5,461.0
6.0,21,31,108864,18.10678263756458,14,26.0,2.0,4.0,210.0,221.0
6.0,21,31,108864,18.10678263756458,14,26.0,2.0,4.0,210.0,221.0
6.0,17,27,159360,17.530785011132885,14,22.0,2.0,4.0,210.0,221.0
5.0,19,28,108864,18.10678263756458,14,23.5,2.0,4.0,210.0,221.0
5.0,19,27,108864,18.10678263756458,14,23.0,2.0,4.0,210.0,221.0
6.0,20,29,159360,17.530785011132885,14,24.5,2.0,4.0,210.0,221.0
6.0,23,31,26934,17.6450143629831,13,27.0,2.5,4.0,180.0,173.0
6.0,23,31,26934,17.6450143629831,13,27.0,2.5,4.0,180.0,173.0
6.0,23,31,26934,17.6450143629831,13,27.0,2.5,4.0,180.0,173.0
6.0,23,31,26934,17.6450143629831,13,27.0,2.5,4.0,180.0,173.0
6.0,23,31,26934,17.6450143629831,14,27.0,2.5,4.0,180.0,173.0
6.0,23,31,26934,17.6450143629831,14,27.0,2.5,4.0,180.0,173.0
5.0,20,27,1966182,11.10988077595725,15,23.5,2.4,4.0,161.0,162.0
4.0,21,29,1966182,11.10988077595725,15,25.0,2.4,4.0,161.0,162.0
6.0,11,17,2082636,32.304302821739974,14,14.0,5.9,12.0,470.0,443.0
6.0,13,20,2082636,32.304302821739974,14,16.5,5.9,12.0,470.0,443.0
5.0,20,27,1966182,11.10988077595725,15,23.5,2.4,4.0,161.0,162.0
4.0,21,29,1966182,11.10988077595725,15,25.0,2.4,4.0,161.0,162.0
6.0,11,17,2082636,32.304302821739974,15,14.0,5.9,12.0,470.0,443.0
6.0,13,20,179220,37.19493693794182,15,16.5,5.9,12.0,470.0,443.0
6.0,20,29,159360,17.530785011132885,15,24.5,2.0,4.0,210.0,221.0
5.0,19,27,108864,18.10678263756458,15,23.0,2.0,4.0,210.0,221.0
6.0,21,31,108864,18.10678263756458,15,26.0,2.0,4.0,210.0,221.0
6.0,17,27,159360,17.530785011132885,15,22.0,2.0,4.0,210.0,221.0
5.0,19,27,108864,18.10678263756458,15,23.0,2.0,4.0,210.0,221.0
6.0,29,37,2612644,8.189025072382524,13,33.0,1.6,4.0,121.0,114.0
6.0,28,36,2612644,8.189025072382524,13,32.0,1.6,4.0,121.0,114.0
6.0,27,35,2706624,12.220471047334026,13,31.0,1.6,4.0,181.0,177.0
6.0,26,34,2706624,12.220471047334026,13,30.0,1.6,4.0,181.0,177.0
6.0,25,33,2706624,14.043414242240207,13,29.0,1.6,4.0,208.0,192.0
6.0,29,37,2612644,8.189025072382524,14,33.0,1.6,4.0,121.0,114.0
6.0,28,36,2612644,8.189025072382524,14,32.0,1.6,4.0,121.0,114.0
6.0,27,35,2706624,12.220471047334026,14,31.0,1.6,4.0,181.0,177.0
6.0,26,34,2706624,12.220471047334026,14,30.0,1.6,4.0,181.0,177.0
6.0,25,33,2706624,14.043414242240207,14,29.0,1.6,4.0,208.0,192.0
6.0,28,37,2142744,8.094611867571418,15,32.5,1.6,4.0,118.0,114.0
6.0,25,33,2142744,8.094611867571418,15,29.0,1.6,4.0,118.0,114.0
6.0,26,34,2424684,11.699715501622796,15,30.0,1.6,4.0,172.0,177.0
6.0,24,32,2424684,11.699715501622796,15,28.0,1.6,4.0,172.0,177.0
6.0,25,33,2424684,14.148493164753148,15,29.0,1.6,4.0,208.0,192.0
6.0,27,35,2756648,8.159397473947946,13,31.0,1.6,4.0,121.0,114.0
6.0,27,35,2756648,8.159397473947946,13,31.0,1.6,4.0,121.0,114.0
6.0,27,35,2855808,12.176362933060926,13,31.0,1.6,4.0,181.0,177.0
6.0,26,34,2855808,12.176362933060926,13,30.0,1.6,4.0,181.0,177.0
6.0,25,33,2855808,13.992726464512002,13,29.0,1.6,4.0,208.0,192.0
6.0,28,35,2756648,8.159397473947946,14,31.5,1.6,4.0,121.0,114.0
6.0,27,36,2756648,8.159397473947946,14,31.5,1.6,4.0,121.0,114.0
6.0,27,35,2855808,12.176362933060926,14,31.0,1.6,4.0,181.0,177.0
6.0,26,34,2855808,12.176362933060926,14,30.0,1.6,4.0,181.0,177.0
6.0,25,33,2855808,13.992726464512002,14,29.0,1.6,4.0,208.0,192.0
6.0,28,36,2142744,8.094611867571418,15,32.0,1.6,4.0,118.0,114.0
6.0,25,33,2142744,8.094611867571418,15,29.0,1.6,4.0,118.0,114.0
6.0,26,34,2424684,11.699715501622796,15,30.0,1.6,4.0,172.0,177.0
6.0,24,32,2424684,11.699715501622796,15,28.0,1.6,4.0,172.0,177.0
6.0,25,33,2424684,14.148493164753148,15,29.0,1.6,4.0,208.0,192.0
6.0,16,23,51102,35.51136860563818,14,19.5,5.0,8.0,385.0,380.0
6.0,15,22,2163318,26.39308499771228,14,18.5,5.0,8.0,385.0,380.0
6.0,15,21,51102,37.19493693794182,14,18.0,5.0,8.0,470.0,424.0
6.0,15,21,2163318,32.22012973746694,14,18.0,5.0,8.0,470.0,424.0
6.0,15,21,51102,37.19493693794182,14,18.0,5.0,8.0,507.5,461.0
6.0,15,21,2163318,34.79088476971164,14,18.0,5.0,8.0,507.5,461.0
6.0,22,33,296310,13.41358748081032,13,27.5,2.4,4.0,169.0,160.0
6.0,22,33,296310,13.41358748081032,13,27.5,2.4,4.0,169.0,160.0
6.0,22,33,296310,13.41358748081032,13,27.5,2.4,4.0,169.0,160.0
6.0,17,26,296310,20.00132571103077,13,21.5,3.6,6.0,252.0,251.0
6.0,22,33,296310,13.41358748081032,13,27.5,2.4,4.0,169.0,160.0
6.0,17,26,296310,20.00132571103077,13,21.5,3.6,6.0,252.0,251.0
6.0,16,27,812704,17.269096693192683,15,21.5,3.5,6.0,235.0,232.0
6.0,27,35,2536128,8.205531913401458,13,31.0,1.6,4.0,121.0,114.0
6.0,27,35,2536128,8.205531913401458,13,31.0,1.6,4.0,121.0,114.0
6.0,27,35,2677024,12.22955069797312,13,31.0,1.6,4.0,181.0,177.0
6.0,26,34,2677024,12.22955069797312,13,30.0,1.6,4.0,181.0,177.0
6.0,25,33,2677024,14.053848315902814,13,29.0,1.6,4.0,208.0,192.0
6.0,11,17,113904,37.19493693794182,14,14.0,5.9,12.0,507.5,420.0
6.0,12,18,113904,37.19493693794182,14,15.0,5.9,12.0,507.5,420.0
6.0,28,35,2536128,8.205531913401458,14,31.5,1.6,4.0,121.0,114.0
6.0,27,36,2536128,8.205531913401458,14,31.5,1.6,4.0,121.0,114.0
6.0,27,35,2677024,12.22955069797312,14,31.0,1.6,4.0,181.0,177.0
6.0,26,34,2677024,12.22955069797312,14,30.0,1.6,4.0,181.0,177.0
6.0,25,33,2677024,14.053848315902814,14,29.0,1.6,4.0,208.0,192.0
6.0,28,36,2153844,8.091743821164236,15,32.0,1.6,4.0,118.0,114.0
